#    object_id            ra              dec               x                y          realized_flux         flux             mag            obj_type     
  10431202018379   1.08785492e+01  -4.46790791e+01   2.15347435e+03   1.28573383e+02   8.00000000e+00   5.33908572e+00   1.32209581e+01           galaxy
  10431202018463   1.09448765e+01  -4.46214705e+01   3.97571211e+03   1.81631834e+03   3.00000000e+00   2.65359927e+00   1.39800369e+01           galaxy
  10431202018464   1.09432121e+01  -4.46196986e+01   3.94611331e+03   1.88019426e+03   8.00000000e+00   7.28880670e+00   1.28829842e+01           galaxy
  10431202018814   1.08785180e+01  -4.46486204e+01   2.30498304e+03   1.13420312e+03   1.10000000e+01   8.71751609e+00   1.26886434e+01           galaxy
  10431202020646   1.08984084e+01  -4.45743303e+01   3.13678330e+03   3.52262588e+03   2.00000000e+00   2.22706006e+00   1.41702955e+01           galaxy
  10431202020829   1.08270229e+01  -4.46150887e+01   1.28109842e+03   2.40653857e+03   6.00000000e+00   3.28878806e+00   1.37470356e+01           galaxy
  10431202020831   1.08262060e+01  -4.46149078e+01   1.26309539e+03   2.41512735e+03   7.00000000e+00   4.39916427e+00   1.34311998e+01           galaxy
  10431202020844   1.08040335e+01  -4.46236425e+01   7.06643874e+02   2.19769119e+03   6.00000000e+00   5.10483959e+00   1.32696700e+01           galaxy
  10431202020845   1.08043484e+01  -4.46233604e+01   7.15331157e+02   2.20599855e+03   7.00000000e+00   6.89735729e+00   1.29429185e+01           galaxy
  10431202021395   1.08584348e+01  -4.45918390e+01   2.12391906e+03   3.07333346e+03   6.00000000e+00   5.90033635e+00   1.31124334e+01           galaxy
  10431202021396   1.08591430e+01  -4.45915575e+01   2.14171600e+03   3.08035098e+03   7.00000000e+00   7.25858906e+00   1.28874948e+01           galaxy
  10431202021857   1.08350474e+01  -4.46467186e+01   1.30923989e+03   1.33655002e+03   3.00000000e+00   2.80543567e+00   1.39196245e+01           galaxy
  10431202021858   1.08350974e+01  -4.46468738e+01   1.30962134e+03   1.33126351e+03   7.00000000e+00   5.38240826e+00   1.32121837e+01           galaxy
  10431202021860   1.08348443e+01  -4.46466587e+01   1.30484064e+03   1.33917683e+03   6.00000000e+00   4.60161877e+00   1.33823487e+01           galaxy
  10431202021864   1.08727662e+01  -4.46906344e+01   1.96209757e+03  -2.34317101e+02   2.00000000e+00   3.12355388e+00   1.38030028e+01           galaxy
  10431202021956   1.09434602e+01  -4.46637661e+01   3.73046834e+03   4.24750179e+02   3.00000000e+00   3.39069900e+00   1.37139022e+01           galaxy
  10431202021964   1.09148661e+01  -4.46343598e+01   3.21691360e+03   1.48785005e+03   1.60000000e+01   7.91756723e+00   1.27931459e+01           galaxy
  10431202021974   1.08979529e+01  -4.45745237e+01   3.12526967e+03   3.51770990e+03   2.00000000e+00   4.00219065e+00   1.35338809e+01           galaxy
  10431202022907   1.08267238e+01  -4.46007383e+01   1.34560201e+03   2.88128785e+03   5.00000000e+00   3.09572769e+00   1.38127184e+01           galaxy
  10431202023081   1.08547728e+01  -4.45506789e+01   2.24448059e+03   4.44397670e+03   9.00000000e+00   6.84718225e+00   1.29508456e+01           galaxy
  10431202023090   1.09306354e+01  -4.46707016e+01   3.39922150e+03   2.37268184e+02   5.00000000e+00   3.67116936e+00   1.36276142e+01           galaxy
  10431202023912   1.08187425e+01  -4.46021508e+01   1.15385175e+03   2.86021679e+03   6.00000000e+00   4.98159549e+00   1.32962041e+01           galaxy
  10431202023913   1.08188488e+01  -4.46025029e+01   1.15456040e+03   2.84825324e+03   1.20000000e+01   8.38526832e+00   1.27308329e+01           galaxy
  10431202024735   1.08488338e+01  -4.46534334e+01   1.59457543e+03   1.07066180e+03   4.00000000e+00   6.21456136e+00   1.30560991e+01           galaxy
  10431202025176   1.08999667e+01  -4.45621951e+01   3.23361472e+03   3.91820396e+03   2.00000000e+00   3.64473296e+00   1.36354610e+01           galaxy
  10431202025237   1.08352989e+01  -4.46120706e+01   1.48762315e+03   2.47966028e+03   4.00000000e+00   6.47726066e+00   1.30111469e+01           galaxy
  10431202025238   1.08352980e+01  -4.46119383e+01   1.48826175e+03   2.48402989e+03   8.00000000e+00   8.87718246e+00   1.26689374e+01           galaxy
  10431202025756   1.08179496e+01  -4.46377022e+01   9.58677945e+02   1.68898028e+03   1.00000000e+00   2.48591438e+00   1.40509099e+01           galaxy
  10431202026274   1.08615205e+01  -4.45859092e+01   2.22493757e+03   3.25917957e+03   6.00000000e+00   4.12009892e+00   1.35023562e+01           galaxy
  10431202026323   1.09270311e+01  -4.46870406e+01   3.23394058e+03  -2.90444851e+02   7.00000000e+00   7.00716271e+00   1.29257698e+01           galaxy
  10431202027466   1.08945028e+01  -4.45978899e+01   2.92846328e+03   2.75747007e+03   4.00000000e+00   1.64398291e+00   1.44998820e+01           galaxy
  10431202027499   1.08109275e+01  -4.46175848e+01   8.96256521e+02   2.37565400e+03   1.00000000e+00   2.97834069e+00   1.38546894e+01           galaxy
  10431202027540   1.08986110e+01  -4.46688662e+01   2.66823734e+03   4.01160698e+02   4.00000000e+00   8.13473824e+00   1.27637663e+01           galaxy
  10431202027541   1.08985260e+01  -4.46688929e+01   2.66613797e+03   4.00554336e+02   3.00000000e+00   1.69864409e+00   1.44643693e+01           galaxy
  10431202028068   1.08946940e+01  -4.46959362e+01   2.44223195e+03  -4.79856133e+02   2.00000000e+00   1.75516050e+00   1.44288332e+01           galaxy
  10431202028069   1.08943390e+01  -4.46956466e+01   2.43547837e+03  -4.69152834e+02   1.00000000e+00   2.86915837e+00   1.38952390e+01           galaxy
  10431202028977   1.08272642e+01  -4.45975346e+01   1.37405595e+03   2.98532945e+03   5.00000000e+00   5.03718637e+00   1.32841552e+01           galaxy
  10431202028978   1.08273124e+01  -4.45975609e+01   1.37503877e+03   2.98430498e+03   1.00000000e+01   8.05813068e+00   1.27740395e+01           galaxy
  10431202029682   1.09186723e+01  -4.46909157e+01   3.02137281e+03  -3.91388191e+02   3.00000000e+00   4.11180648e+00   1.35045436e+01           galaxy
  10431202030639   1.09252557e+01  -4.46892805e+01   3.18168190e+03  -3.58654821e+02   4.00000000e+00   3.94131052e+00   1.35505237e+01           galaxy
  10431202030880   1.09264158e+01  -4.46183526e+01   3.56433102e+03   1.97895464e+03   6.00000000e+00   1.85569285e+00   1.43683601e+01           galaxy
  10431202030881   1.09275359e+01  -4.46179671e+01   3.59217736e+03   1.98805778e+03   1.00000000e+00   4.24337915e+00   1.34703457e+01           galaxy
  10431202030883   1.09269410e+01  -4.46182946e+01   3.57677199e+03   1.97916955e+03   4.00000000e+00   3.99707725e+00   1.35352689e+01           galaxy
  10431202030888   1.09273331e+01  -4.46180201e+01   3.58721969e+03   1.98696273e+03   1.60000000e+01   5.98764303e+00   1.30964855e+01           galaxy
  10431202030890   1.09264787e+01  -4.46178521e+01   3.56829857e+03   1.99527206e+03   2.00000000e+00   5.59291427e+00   1.31705299e+01           galaxy
  10431202031208   1.09140008e+01  -4.46935921e+01   2.90002694e+03  -4.64671450e+02   3.00000000e+00   2.61446072e+00   1.39961700e+01           galaxy
  10431202031570   1.08628140e+01  -4.46053370e+01   2.15790467e+03   2.61363415e+03   4.00000000e+00   2.14028496e+00   1.42134463e+01           galaxy
  10431202031571   1.08633524e+01  -4.46052982e+01   2.17055760e+03   2.61318256e+03   2.00000000e+00   2.06706826e+00   1.42512382e+01           galaxy
  10431202033057   1.08819322e+01  -4.46840476e+01   2.20681879e+03  -4.63296642e+01   2.00000000e+00   2.16070258e+00   1.42031378e+01           galaxy
  10431202035663   1.09272314e+01  -4.46686300e+01   3.33094013e+03   3.16645410e+02   1.00000000e+00   1.68222519e+00   1.44749150e+01           galaxy
  10431202035667   1.09277401e+01  -4.46683568e+01   3.34406887e+03   3.24021140e+02   4.00000000e+00   1.63449325e+00   1.45061675e+01           galaxy
  10431202035670   1.09283060e+01  -4.46684403e+01   3.35672991e+03   3.19438424e+02   1.00000000e+01   7.12581439e+00   1.29075390e+01           galaxy
  10431202035671   1.09275037e+01  -4.46683878e+01   3.33844924e+03   3.23761884e+02   1.10000000e+01   9.74769607e+00   1.25673703e+01           galaxy
  10431202035672   1.09277144e+01  -4.46685708e+01   3.34240154e+03   3.17040126e+02   3.00000000e+00   2.83378852e+00   1.39087067e+01           galaxy
  10431202035673   1.09276884e+01  -4.46682515e+01   3.34340358e+03   3.27663650e+02   1.00000000e+01   6.21686324e+00   1.30556970e+01           galaxy
  10431202035674   1.09283798e+01  -4.46681442e+01   3.35992113e+03   3.28973191e+02   1.00000000e+00   2.73329930e+00   1.39479073e+01           galaxy
  10431202035703   1.08475056e+01  -4.46673563e+01   1.49445222e+03   6.15261832e+02   2.00000000e+00   3.99401464e+00   1.35361012e+01           galaxy
  10431202036231   1.07771047e+01  -4.46024255e+01   1.88777456e+02   2.98422257e+03   4.00000000e+00   3.62311080e+00   1.36419213e+01           galaxy
  10431202037652   1.08168272e+01  -4.46917005e+01   6.64170613e+02  -9.02538810e+01   6.00000000e+00   2.11039155e+00   1.42287177e+01           galaxy
  10431202037661   1.08167717e+01  -4.46918460e+01   6.62164392e+02  -9.48804583e+01   4.00000000e+00   3.61227494e+00   1.36451733e+01           galaxy
  10431202037913   1.08753501e+01  -4.45993430e+01   2.47794950e+03   2.77119438e+03   1.10000000e+01   8.37935747e+00   1.27315985e+01           galaxy
  10431202037931   1.09267465e+01  -4.45503492e+01   3.91316279e+03   4.22270307e+03   3.00000000e+00   3.98487161e+00   1.35385895e+01           galaxy
  10431202037952   1.09065219e+01  -4.46682139e+01   2.85435789e+03   3.97203292e+02   4.00000000e+00   3.70064569e+00   1.36189315e+01           galaxy
  10431202038602   1.08733807e+01  -4.46762180e+01   2.04831749e+03   2.39638534e+02   6.00000000e+00   4.01081808e+00   1.35315429e+01           galaxy
  10431202038760   1.08280145e+01  -4.45964155e+01   1.39699200e+03   3.01987293e+03   3.00000000e+00   2.74496097e+00   1.39432849e+01           galaxy
  10431202041335   1.09097077e+01  -4.46948670e+01   2.79445200e+03  -4.92916763e+02   5.00000000e+00   4.53058617e+00   1.33992393e+01           galaxy
  10431202041336   1.09099012e+01  -4.46948670e+01   2.79892265e+03  -4.93543252e+02   5.00000000e+00   8.35025823e+00   1.27353755e+01           galaxy
  10431202041614   1.09133411e+01  -4.46059077e+01   3.32424079e+03   2.43200720e+03   3.00000000e+00   1.72824297e+00   1.44456133e+01           galaxy
  10431202041861   1.08864931e+01  -4.45683859e+01   2.89064775e+03   3.75729022e+03   4.00000000e+00   3.31557646e+00   1.37382277e+01           galaxy
  10431202041862   1.08866016e+01  -4.45684716e+01   2.89273006e+03   3.75411047e+03   7.00000000e+00   5.63335812e+00   1.31627069e+01           galaxy
  10431202041863   1.08868334e+01  -4.45686829e+01   2.89704115e+03   3.74638763e+03   6.00000000e+00   5.33417922e+00   1.32219563e+01           galaxy
  10431202042035   1.09200156e+01  -4.45914017e+01   3.55141712e+03   2.88930436e+03   1.00000000e+01   6.10453084e+00   1.30754946e+01           galaxy
  10431202046281   1.08505145e+01  -4.45647633e+01   2.07560793e+03   3.99267288e+03   1.00000000e+01   6.12086255e+00   1.30725937e+01           galaxy
  10431202046291   1.09147008e+01  -4.45821524e+01   3.47477110e+03   3.21180542e+03   9.00000000e+00   7.45246479e+00   1.28588755e+01           galaxy
  10431202047311   1.09409055e+01  -4.46617843e+01   3.68137256e+03   4.98431380e+02   1.00000000e+00   4.18331677e+00   1.34858234e+01           galaxy
  10431202049164   1.09436072e+01  -4.46625557e+01   3.73994635e+03   4.64229219e+02   4.00000000e+00   3.80696126e+00   1.35881791e+01           galaxy
  10431202052280   1.08462395e+01  -4.45973922e+01   1.81395371e+03   2.92916972e+03   9.00000000e+00   4.42115933e+00   1.34257849e+01           galaxy
  10431202052387   1.08474778e+01  -4.45895451e+01   1.88173520e+03   3.18426373e+03   4.00000000e+00   1.68515211e+00   1.44730275e+01           galaxy
  10431202052389   1.08469202e+01  -4.45893757e+01   1.86967194e+03   3.19164679e+03   6.00000000e+00   2.61740211e+00   1.39949492e+01           galaxy
  10431202052411   1.08322459e+01  -4.46249616e+01   1.35278817e+03   2.06384354e+03   3.00000000e+00   3.26828967e+00   1.37538239e+01           galaxy
  10431202054035   1.08291009e+01  -4.45779655e+01   1.51398574e+03   3.62553277e+03   3.00000000e+00   3.57052580e+00   1.36577949e+01           galaxy
  10431202054037   1.08287070e+01  -4.45779016e+01   1.50518231e+03   3.62890370e+03   2.00000000e+00   2.85787975e+00   1.38995154e+01           galaxy
  10431202054130   1.08079806e+01  -4.46709620e+01   5.62801055e+02   6.22731825e+02   6.00000000e+00   2.34237446e+00   1.41154845e+01           galaxy
  10431202058842   1.08435019e+01  -4.45879025e+01   1.79788610e+03   3.25125754e+03   5.00000000e+00   4.25449775e+00   1.34675045e+01           galaxy
  10431202059420   1.09211612e+01  -4.46895450e+01   3.08575197e+03  -3.54168993e+02   5.00000000e+00   5.00514364e+00   1.32910839e+01           galaxy
  10431202059421   1.09205393e+01  -4.46894725e+01   3.07174658e+03  -3.49771437e+02   5.00000000e+00   6.10164856e+00   1.30760073e+01           galaxy
  10431202059422   1.09211440e+01  -4.46895252e+01   3.08545510e+03  -3.53462164e+02   4.00000000e+00   4.07807750e+00   1.35134866e+01           galaxy
  10431202059431   1.08945910e+01  -4.46572913e+01   2.63324332e+03   7.96221583e+02   5.00000000e+00   5.06049359e+00   1.32791431e+01           galaxy
  10431202059449   1.08948648e+01  -4.46099285e+01   2.87659363e+03   2.35888272e+03   5.00000000e+00   2.04223526e+00   1.42643609e+01           galaxy
  10431202059469   1.09329321e+01  -4.46707449e+01   3.45208534e+03   2.28416623e+02   3.00000000e+00   3.64250691e+00   1.36361243e+01           galaxy
  10431202060125   1.09124820e+01  -4.46486277e+01   3.09027387e+03   1.02454504e+03   9.00000000e+00   7.75855590e+00   1.28151731e+01           galaxy
  10431202060380   1.09335418e+01  -4.46665875e+01   3.48704637e+03   3.63682998e+02   4.00000000e+00   3.62637105e+00   1.36409447e+01           galaxy
  10431202060452   1.08333042e+01  -4.45494999e+01   1.75305876e+03   4.55186247e+03   4.00000000e+00   5.40624692e+00   1.32073856e+01           galaxy
  10431202060453   1.08332883e+01  -4.45494105e+01   1.75313565e+03   4.55486441e+03   1.10000000e+01   9.24013212e+00   1.26254298e+01           galaxy
  10431202060560   1.08950568e+01  -4.46933694e+01   2.46345827e+03  -3.96288281e+02   2.00000000e+00   4.20360109e+00   1.34805716e+01           galaxy
  10431202062529   1.08801053e+01  -4.45491452e+01   2.83891315e+03   4.41306689e+03   5.00000000e+00   6.05329293e+00   1.30846461e+01           galaxy
  10431202063456   1.08031798e+01  -4.46260022e+01   6.75170505e+02   2.12251066e+03   8.00000000e+00   6.92832491e+00   1.29380547e+01           galaxy
  10431202063769   1.08805771e+01  -4.46120956e+01   2.53517015e+03   2.33336687e+03   5.00000000e+00   6.77050422e+00   1.29630728e+01           galaxy
  10431202066029   1.08563431e+01  -4.46842273e+01   1.61457495e+03   2.99315016e+01   5.00000000e+00   3.18176102e+00   1.37829564e+01           galaxy
  10431202066031   1.08565962e+01  -4.46840926e+01   1.62109699e+03   3.35644056e+01   2.00000000e+00   3.73584327e+00   1.36086537e+01           galaxy
  10431202066191   1.08934185e+01  -4.46859941e+01   2.46251169e+03  -1.47544026e+02   8.00000000e+00   6.81652872e+00   1.29557171e+01           galaxy
  10431202066631   1.09488903e+01  -4.46736836e+01   3.80613519e+03   7.98162928e+01   3.00000000e+00   3.77385507e+00   1.35976622e+01           galaxy
  10431202066685   1.09371881e+01  -4.45521940e+01   4.14572917e+03   4.12800418e+03   6.00000000e+00   6.38752312e+00   1.30262941e+01           galaxy
  10431202066878   1.09019085e+01  -4.45577540e+01   3.30081887e+03   4.05854281e+03   5.00000000e+00   3.41297381e+00   1.37067929e+01           galaxy
  10431202069065   1.09488441e+01  -4.45885219e+01   4.23308384e+03   2.89107729e+03   3.00000000e+00   2.24370048e+00   1.41622131e+01           galaxy
  10431202069082   1.09288450e+01  -4.46532210e+01   3.44555930e+03   8.20089106e+02   7.00000000e+00   8.42741813e+00   1.27253889e+01           galaxy
  10431202069694   1.08258532e+01  -4.45639884e+01   1.50835142e+03   4.09741215e+03   2.00000000e+00   2.68800568e+00   1.39660498e+01           galaxy
  10431202069856   1.08181532e+01  -4.46047745e+01   1.12716381e+03   2.77548150e+03   3.00000000e+00   3.38372917e+00   1.37161363e+01           galaxy
  10431202069857   1.08175692e+01  -4.45958168e+01   1.15819892e+03   3.07310216e+03   5.00000000e+00   3.77095667e+00   1.35984964e+01           galaxy
  10431202069974   1.08630866e+01  -4.45989235e+01   2.19622712e+03   2.82449273e+03   1.00000000e+00   1.75340647e+00   1.44299188e+01           galaxy
  10431202069976   1.08634443e+01  -4.45989071e+01   2.20458770e+03   2.82388387e+03   6.00000000e+00   5.88234764e+00   1.31157486e+01           galaxy
  10431202069979   1.08634050e+01  -4.45988443e+01   2.20399276e+03   2.82608264e+03   6.00000000e+00   6.98939672e+00   1.29285261e+01           galaxy
  10431202069981   1.08634788e+01  -4.45996291e+01   2.20178334e+03   2.79993459e+03   5.00000000e+00   9.67658615e+00   1.25753199e+01           galaxy
  10431202069986   1.08616454e+01  -4.45989384e+01   2.16279953e+03   2.82863260e+03   5.00000000e+00   6.89714890e+00   1.29429513e+01           galaxy
  10431202072093   1.09428217e+01  -4.46180166e+01   3.94553302e+03   1.93698108e+03   2.00000000e+00   2.54847823e+00   1.40239230e+01           galaxy
  10431202072095   1.09421275e+01  -4.46177154e+01   3.93098720e+03   1.94917132e+03   5.00000000e+00   3.01703678e+00   1.38406738e+01           galaxy
  10431202072346   1.09292930e+01  -4.45492222e+01   3.97779639e+03   4.25166544e+03   3.00000000e+00   2.26308615e+00   1.41528726e+01           galaxy
  10431202072632   1.07955542e+01  -4.45677319e+01   7.88048480e+02   4.07082181e+03   3.00000000e+00   4.10724362e+00   1.35057491e+01           galaxy
  10431202073983   1.07779600e+01  -4.46084138e+01   1.78887256e+02   2.78377040e+03   3.00000000e+00   2.52000984e+00   1.40361197e+01           galaxy
  10431202074136   1.08758498e+01  -4.46792505e+01   2.09023119e+03   1.31590743e+02   6.00000000e+00   7.38512147e+00   1.28687312e+01           galaxy
  10431202075375   1.08661146e+01  -4.45582416e+01   2.46943012e+03   4.15782036e+03   8.00000000e+00   6.68092432e+00   1.29775339e+01           galaxy
  10431202075477   1.09078597e+01  -4.46508306e+01   2.97236340e+03   9.66734801e+02   3.00000000e+00   3.81531073e+00   1.35858005e+01           galaxy
  10431202075552   1.08411592e+01  -4.45742299e+01   1.81178609e+03   3.71018093e+03   1.00000000e+01   5.21571563e+00   1.32463405e+01           galaxy
  10431202075927   1.08349687e+01  -4.45657254e+01   1.71080616e+03   4.01082663e+03   4.00000000e+00   2.50326507e+00   1.40433582e+01           galaxy
  10431202079361   1.09387773e+01  -4.45421781e+01   4.23283396e+03   4.45347837e+03   2.00000000e+00   3.62183924e+00   1.36423024e+01           galaxy
  10431202080763   1.08664924e+01  -4.45673195e+01   2.43285084e+03   3.85690649e+03   7.00000000e+00   7.37723537e+00   1.28698912e+01           galaxy
  10431202080845   1.08326468e+01  -4.45904358e+01   1.53398578e+03   3.20244532e+03   6.00000000e+00   9.29899878e+00   1.26185348e+01           galaxy
  10431202081058   1.08264161e+01  -4.45866118e+01   1.40878872e+03   3.34867444e+03   3.00000000e+00   3.59454687e+00   1.36505149e+01           galaxy
  10431202081064   1.08401486e+01  -4.46243071e+01   1.53887417e+03   2.06011776e+03   9.00000000e+00   7.51784359e+00   1.28493921e+01           galaxy
  10431202081066   1.08409600e+01  -4.46244419e+01   1.55697397e+03   2.05306449e+03   2.00000000e+00   1.64454062e+00   1.44995138e+01           galaxy
  10431202081419   1.08419544e+01  -4.46777544e+01   1.31430706e+03   2.89764098e+02   5.00000000e+00   3.78834259e+00   1.35935022e+01           galaxy
  10431202081420   1.08412757e+01  -4.46774949e+01   1.29991346e+03   3.00509117e+02   5.00000000e+00   3.63977331e+00   1.36369394e+01           galaxy
  10431202081487   1.08302040e+01  -4.45921008e+01   1.46915110e+03   3.15530817e+03   7.00000000e+00   7.29239477e+00   1.28824499e+01           galaxy
  10431202081489   1.08307160e+01  -4.45918836e+01   1.48208379e+03   3.16083621e+03   2.00000000e+00   2.51371146e+00   1.40388367e+01           galaxy
  10431202083127   1.08238134e+01  -4.46651187e+01   9.57882338e+02   7.65031659e+02   3.00000000e+00   3.31710866e+00   1.37377260e+01           galaxy
  10431202084208   1.08899131e+01  -4.45449883e+01   3.08688292e+03   4.51867592e+03   3.00000000e+00   2.46167805e+00   1.40615472e+01           galaxy
  10431202084209   1.08905113e+01  -4.45445835e+01   3.10276367e+03   4.53011110e+03   4.00000000e+00   4.72003847e+00   1.33547614e+01           galaxy
  10431202084210   1.08905437e+01  -4.45442877e+01   3.10499381e+03   4.53977059e+03   2.00000000e+00   6.13466309e+00   1.30701485e+01           galaxy
  10431202084211   1.08905243e+01  -4.45445830e+01   3.10306680e+03   4.53008451e+03   1.00000000e+01   4.79748946e+00   1.33370902e+01           galaxy
  10431202084311   1.08738605e+01  -4.45946112e+01   2.46711532e+03   2.93220002e+03   6.00000000e+00   5.08314637e+00   1.32742938e+01           galaxy
  10431202084317   1.09109521e+01  -4.45900011e+01   3.34866641e+03   2.96481820e+03   2.00000000e+00   3.71032254e+00   1.36160961e+01           galaxy
  10431202084726   1.07942305e+01  -4.45751783e+01   7.20426911e+02   3.82918914e+03   3.00000000e+00   7.39279979e+00   1.28676029e+01           galaxy
  10431202084730   1.08397230e+01  -4.45819644e+01   1.73999580e+03   3.45943311e+03   3.00000000e+00   2.73502198e+00   1.39472232e+01           galaxy
  10431202085719   1.09064064e+01  -4.46179668e+01   3.10337536e+03   2.05630400e+03   2.00000000e+00   3.08003399e+00   1.38182365e+01           galaxy
  10431202085957   1.08740027e+01  -4.45459569e+01   2.71348990e+03   4.53798578e+03   7.00000000e+00   7.54736261e+00   1.28451372e+01           galaxy
  10431202086043   1.08201284e+01  -4.45524218e+01   1.43330911e+03   4.49765000e+03   2.00000000e+00   2.86948768e+00   1.38951144e+01           galaxy
  10431202086045   1.08198241e+01  -4.45517332e+01   1.42968415e+03   4.52135901e+03   7.00000000e+00   4.21506332e+00   1.34776150e+01           galaxy
  10431202086573   1.08218825e+01  -4.46198972e+01   1.13823168e+03   2.26424501e+03   5.00000000e+00   5.22486165e+00   1.32444383e+01           galaxy
  10431202088109   1.08150427e+01  -4.45502093e+01   1.32650472e+03   4.58699704e+03   5.00000000e+00   4.47821971e+00   1.34118618e+01           galaxy
  10431202088204   1.09307418e+01  -4.46794686e+01   3.35768090e+03  -5.24765885e+01   1.00000000e+00   3.81210959e+00   1.35867118e+01           galaxy
  10431202089415   1.09434075e+01  -4.46690968e+01   3.70246914e+03   2.48957628e+02   3.00000000e+00   3.72389140e+00   1.36121328e+01           galaxy
  10431202089638   1.07959881e+01  -4.46958056e+01   1.62216600e+02  -1.59242999e+02   9.00000000e+00   7.67021441e+00   1.28276065e+01           galaxy
  10431202090700   1.09442632e+01  -4.46526440e+01   3.80490777e+03   7.89285609e+02   2.00000000e+00   1.80223173e+00   1.44000987e+01           galaxy
  10431202090701   1.09430980e+01  -4.46539489e+01   3.77141357e+03   7.49981747e+02   6.00000000e+00   3.17601856e+00   1.37849177e+01           galaxy
  10431202090702   1.09437578e+01  -4.46520416e+01   3.79624891e+03   8.10805165e+02   2.00000000e+00   2.83717834e+00   1.39074087e+01           galaxy
  10431202090704   1.09425713e+01  -4.46534451e+01   3.76176793e+03   7.68316121e+02   1.20000000e+01   5.15635336e+00   1.32587686e+01           galaxy
  10431202090714   1.09431036e+01  -4.46532525e+01   3.77504219e+03   7.72952043e+02   5.00000000e+00   4.91203269e+00   1.33114722e+01           galaxy
  10431202090715   1.09417806e+01  -4.46546902e+01   3.73723391e+03   7.29772407e+02   4.00000000e+00   3.57804050e+00   1.36555122e+01           galaxy
  10431202090721   1.09412947e+01  -4.46533824e+01   3.73257093e+03   7.74513065e+02   3.00000000e+00   3.64146494e+00   1.36364350e+01           galaxy
  10431202090723   1.09425169e+01  -4.46549248e+01   3.75307714e+03   7.19648132e+02   4.00000000e+00   6.76865376e+00   1.29633695e+01           galaxy
  10431202090728   1.09425308e+01  -4.46538366e+01   3.75886530e+03   7.55523544e+02   5.00000000e+00   3.20184889e+00   1.37761232e+01           galaxy
  10431202090729   1.09426582e+01  -4.46536168e+01   3.76291485e+03   7.62366342e+02   7.00000000e+00   6.71342772e+00   1.29722645e+01           galaxy
  10431202090732   1.09422264e+01  -4.46536471e+01   3.75278038e+03   7.62761669e+02   9.00000000e+00   6.61960351e+00   1.29875453e+01           galaxy
  10431202090736   1.09426390e+01  -4.46537687e+01   3.76170843e+03   7.57416288e+02   4.00000000e+00   1.80198572e+00   1.44002469e+01           galaxy
  10431202090738   1.09423227e+01  -4.46541821e+01   3.75231951e+03   7.44791410e+02   3.00000000e+00   3.12839111e+00   1.38013227e+01           galaxy
  10431202090740   1.09435456e+01  -4.46514674e+01   3.79422907e+03   8.30447841e+02   2.00000000e+00   2.88446782e+00   1.38894610e+01           galaxy
  10431202090741   1.09409744e+01  -4.46554338e+01   3.71486223e+03   7.07833226e+02   3.00000000e+00   2.25170497e+00   1.41583466e+01           galaxy
  10431202090743   1.09421129e+01  -4.46530104e+01   3.75335549e+03   7.84148736e+02   5.00000000e+00   4.46271769e+00   1.34156268e+01           galaxy
  10431202090744   1.09412611e+01  -4.46529579e+01   3.73392506e+03   7.88636623e+02   5.00000000e+00   5.54377701e+00   1.31801109e+01           galaxy
  10431202090745   1.09431123e+01  -4.46534498e+01   3.77425134e+03   7.66410282e+02   4.00000000e+00   5.02970749e+00   1.32857685e+01           galaxy
  10431202090746   1.09424158e+01  -4.46535336e+01   3.75772971e+03   7.65895713e+02   7.00000000e+00   4.48295634e+00   1.34107140e+01           galaxy
  10431202090752   1.09429304e+01  -4.46535344e+01   3.76962250e+03   7.64207486e+02   3.00000000e+00   3.34535881e+00   1.37285185e+01           galaxy
  10431202090754   1.09419588e+01  -4.46547688e+01   3.74095763e+03   7.26600884e+02   4.00000000e+00   2.96618640e+00   1.38591292e+01           galaxy
  10431202090757   1.09435448e+01  -4.46540239e+01   3.78136669e+03   7.46061375e+02   5.00000000e+00   5.90108394e+00   1.31122958e+01           galaxy
  10431202090760   1.09427140e+01  -4.46537475e+01   3.76354830e+03   7.57872755e+02   4.00000000e+00   4.47360132e+00   1.34129821e+01           galaxy
  10431202090761   1.09427048e+01  -4.46530315e+01   3.76693196e+03   7.81535072e+02   8.00000000e+00   5.58763636e+00   1.31715550e+01           galaxy
  10431202090763   1.09434746e+01  -4.46521231e+01   3.78929150e+03   8.09031475e+02   5.00000000e+00   4.06163054e+00   1.35178742e+01           galaxy
  10431202090768   1.09425873e+01  -4.46533084e+01   3.76282481e+03   7.72776326e+02   4.00000000e+00   6.93846872e+00   1.29364662e+01           galaxy
  10431202090770   1.09423148e+01  -4.46539267e+01   3.75341899e+03   7.53248186e+02   3.00000000e+00   4.73103406e+00   1.33522351e+01           galaxy
  10431202090771   1.09422823e+01  -4.46548096e+01   3.74823291e+03   7.24210333e+02   2.00000000e+00   2.54182577e+00   1.40267608e+01           galaxy
  10431202090772   1.09428218e+01  -4.46534548e+01   3.76751158e+03   7.67183873e+02   1.00000000e+00   2.77579962e+00   1.39311550e+01           galaxy
  10431202090773   1.09418569e+01  -4.46533229e+01   3.74586537e+03   7.74660295e+02   3.00000000e+00   2.16367980e+00   1.42016428e+01           galaxy
  10431202090779   1.09428413e+01  -4.46525558e+01   3.77247864e+03   7.96796435e+02   1.10000000e+01   8.75761958e+00   1.26836601e+01           galaxy
